hour_of_day,failed_login_attempts,data_transfer_mb,file_access_count,network_connections,distinct_files_touched,is_after_hours,is_known_device,cpu_spike_percent,risk_score,severity,is_anomalous,source,raw_message,file_path
8,1,47.84,6,11,5,0,1,27.0,24.72,normal,0,log_monitor,"Login node WKSTN-01: 1 failed attempts, 11 active connections, 6 file operations in session (after-hours=no).",
13,0,31.11,5,2,2,0,1,23.8,3.69,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 2 active connections, 5 file operations in session (after-hours=no).",
17,1,14.25,3,6,2,0,1,44.7,11.9,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 6 active connections, 3 file operations in session (after-hours=no).",
9,1,34.77,2,2,0,0,1,0.0,9.74,normal,0,log_monitor,"Login node WKSTN-02: 1 failed attempts, 2 active connections, 2 file operations in session (after-hours=no).",
14,0,27.33,6,3,3,0,1,52.5,5.31,normal,0,file_scan,File access: /var/log/app/access.log touched 3 related files by WKSTN-01 at hour 14:00 (27.33MB transferred).,/var/log/app/access.log
10,2,9.28,4,1,1,0,1,48.2,11.14,normal,0,log_monitor,"Login node WKSTN-02: 2 failed attempts, 1 active connections, 4 file operations in session (after-hours=no).",
13,0,30.52,5,2,1,0,1,42.5,10.44,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 2 active connections, 5 file operations in session (after-hours=no).",
17,0,53.71,5,5,1,0,1,16.8,9.35,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by LAPTOP-ADMIN at hour 17:00 (53.71MB transferred).,/home/user/reports/Q3_summary.pdf
9,0,49.95,4,1,2,0,1,3.3,8.18,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 1 active connections, 4 file operations in session (after-hours=no).",
10,0,10.88,4,1,1,0,1,60.0,6.61,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 1 related files by LAPTOP-ADMIN at hour 10:00 (10.88MB transferred).,/home/user/notes/meeting_minutes.docx
14,0,62.05,5,3,0,0,1,34.9,17.21,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
18,0,34.98,4,5,2,0,1,31.9,2.7,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 5 active connections, 4 file operations in session (after-hours=no).",
18,0,47.64,2,4,0,0,1,14.2,1.46,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 4 active connections, 2 file operations in session (after-hours=no).",
10,9,470.03,32,14,17,0,0,4.1,100.0,critical,1,log_monitor,"Login node UNKNOWN-HOST: 9 failed attempts, 14 active connections, 32 file operations in session (after-hours=no).",
4,10,174.06,39,14,12,1,1,25.7,100.0,critical,1,file_scan,File access: /var/backups/customer_pii.csv touched 12 related files by WKSTN-01 at hour 04:00 (174.06MB transferred).,/var/backups/customer_pii.csv
14,0,33.51,6,5,0,0,1,22.3,0.0,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 5 active connections, 6 file operations in session (after-hours=no).",
11,0,21.46,3,1,4,0,1,41.0,7.9,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 4 related files by WKSTN-01 at hour 11:00 (21.46MB transferred).,/tmp/build_cache/output.json
18,2,22.04,5,2,2,0,1,40.9,18.82,normal,0,log_monitor,"Login node WKSTN-01: 2 failed attempts, 2 active connections, 5 file operations in session (after-hours=no).",
4,3,129.16,14,8,5,1,0,37.4,69.59,critical,1,log_monitor,"Login node EXT-192.168.77.14: 3 failed attempts, 8 active connections, 14 file operations in session (after-hours=yes).",
5,4,175.95,14,5,3,1,1,15.6,51.86,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 3 related files by WKSTN-02 at hour 05:00 (175.95MB transferred).,/data/hr/employee_records.db
11,0,12.17,5,4,3,0,1,45.4,6.04,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 4 active connections, 5 file operations in session (after-hours=no).",
17,0,8.5,7,3,0,0,1,39.5,0.0,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 3 active connections, 7 file operations in session (after-hours=no).",
13,0,38.15,2,0,2,0,1,26.7,7.29,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 0 active connections, 2 file operations in session (after-hours=no).",
6,5,527.92,42,19,24,1,0,27.0,100.0,critical,1,file_scan,File access: /var/backups/customer_pii.csv touched 24 related files by EXT-10.0.9.201 at hour 06:00 (527.92MB transferred).,/var/backups/customer_pii.csv
16,0,41.23,5,5,4,0,1,48.1,9.44,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 4 related files by WKSTN-02 at hour 16:00 (41.23MB transferred).,/home/user/reports/Q3_summary.pdf
17,6,165.8,9,11,7,0,1,21.1,53.33,suspicious,1,log_monitor,"Login node WKSTN-02: 6 failed attempts, 11 active connections, 9 file operations in session (after-hours=no).",
10,0,78.42,5,3,3,0,1,48.3,5.59,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
19,3,564.87,34,16,25,0,0,32.2,100.0,critical,1,file_scan,File access: /data/hr/employee_records.db touched 25 related files by UNKNOWN-HOST at hour 19:00 (564.87MB transferred).,/data/hr/employee_records.db
15,0,80.68,4,3,4,0,1,11.7,12.58,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
4,6,284.31,24,15,16,1,1,56.7,97.37,critical,1,log_monitor,"Login node LAPTOP-ADMIN: 6 failed attempts, 15 active connections, 24 file operations in session (after-hours=yes).",
9,1,34.98,5,2,1,0,1,36.2,9.15,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 2 active connections, 5 file operations in session (after-hours=no).",
10,0,59.54,5,7,0,0,1,22.8,17.46,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 0 related files by WKSTN-02 at hour 10:00 (59.54MB transferred).,/home/user/notes/meeting_minutes.docx
22,1,142.86,11,4,9,1,1,40.3,53.72,suspicious,1,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 4 active connections, 11 file operations in session (after-hours=yes).",
7,3,109.03,20,9,8,0,1,22.4,51.62,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 3 failed attempts, 9 active connections, 20 file operations in session (after-hours=no).",
13,0,28.55,3,3,1,0,1,35.7,18.39,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 3 active connections, 3 file operations in session (after-hours=no).",
10,1,36.47,8,1,1,0,1,39.4,11.23,normal,0,log_monitor,"Login node WKSTN-02: 1 failed attempts, 1 active connections, 8 file operations in session (after-hours=no).",
12,0,48.85,3,3,1,0,1,23.0,9.17,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by SRV-DB-PRIMARY at hour 12:00 (48.85MB transferred).,/home/user/downloads/invoice_1042.pdf
11,1,15.3,10,3,3,0,1,24.2,17.28,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 1 failed attempts, 3 active connections, 10 file operations in session (after-hours=no).",
9,0,17.7,1,0,4,0,1,0.0,1.11,normal,0,file_scan,File access: /var/log/app/access.log touched 4 related files by WKSTN-01 at hour 09:00 (17.7MB transferred).,/var/log/app/access.log
14,0,20.24,5,5,2,0,1,34.9,12.71,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 2 related files by WKSTN-01 at hour 14:00 (20.24MB transferred).,/home/user/downloads/invoice_1042.pdf
8,0,29.5,0,6,2,0,1,22.0,0.0,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 6 active connections, 0 file operations in session (after-hours=no).",
18,9,1000.0,42,20,11,0,0,29.3,100.0,critical,1,log_monitor,"Login node EXT-192.168.77.14: 9 failed attempts, 20 active connections, 42 file operations in session (after-hours=no).",
13,0,26.57,6,2,3,0,1,41.0,0.0,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 3 related files by WKSTN-02 at hour 13:00 (26.57MB transferred).,/home/user/notes/meeting_minutes.docx
2,6,483.24,50,12,9,1,0,57.2,100.0,critical,1,log_monitor,"Login node UNKNOWN-HOST: 6 failed attempts, 12 active connections, 50 file operations in session (after-hours=yes).",
18,2,33.56,13,6,9,0,1,58.1,29.56,suspicious,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 9 related files by WKSTN-02 at hour 18:00 (33.56MB transferred).,/data/finance/payroll_2026.xlsx
9,0,30.04,7,1,0,0,1,53.3,7.1,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 1 active connections, 7 file operations in session (after-hours=no).",
3,6,449.81,28,11,20,1,1,22.1,100.0,critical,1,log_monitor,"Login node WKSTN-02: 6 failed attempts, 11 active connections, 28 file operations in session (after-hours=yes).",
15,0,17.35,4,3,1,0,1,40.9,14.23,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
14,0,22.33,3,2,3,0,1,0.9,3.44,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 2 active connections, 3 file operations in session (after-hours=no).",
11,0,17.77,7,4,0,0,1,34.9,5.22,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 0 related files by LAPTOP-ADMIN at hour 11:00 (17.77MB transferred).,/home/user/downloads/invoice_1042.pdf
13,0,13.95,3,3,2,0,1,26.7,13.62,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by WKSTN-01 at hour 13:00 (13.95MB transferred).,/home/user/notes/meeting_minutes.docx
22,6,90.37,12,3,9,1,1,27.3,73.4,critical,1,log_monitor,"Login node WKSTN-02: 6 failed attempts, 3 active connections, 12 file operations in session (after-hours=yes).",
17,0,6.88,5,2,3,0,1,38.9,10.28,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by LAPTOP-ADMIN at hour 17:00 (6.88MB transferred).,/home/user/reports/Q3_summary.pdf
2,7,177.85,37,23,16,1,0,39.7,100.0,critical,1,log_monitor,"Login node UNKNOWN-HOST: 7 failed attempts, 23 active connections, 37 file operations in session (after-hours=yes).",
11,6,385.52,27,15,10,0,0,28.0,100.0,critical,1,file_scan,File access: /etc/shadow touched 10 related files by UNKNOWN-HOST at hour 11:00 (385.52MB transferred).,/etc/shadow
16,4,46.26,22,8,6,0,1,28.7,49.5,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 4 failed attempts, 8 active connections, 22 file operations in session (after-hours=no).",
11,0,46.63,6,1,4,0,1,5.4,8.8,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 1 active connections, 6 file operations in session (after-hours=no).",
14,5,212.83,28,13,15,0,0,10.9,95.29,critical,1,file_scan,File access: /data/hr/employee_records.db touched 15 related files by EXT-192.168.77.14 at hour 14:00 (212.83MB transferred).,/data/hr/employee_records.db
12,0,77.55,3,3,1,0,1,35.6,17.71,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 1 related files by SRV-DB-PRIMARY at hour 12:00 (77.55MB transferred).,/tmp/build_cache/output.json
10,0,39.45,8,5,4,0,1,16.1,14.96,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 4 related files by LAPTOP-ADMIN at hour 10:00 (39.45MB transferred).,/home/user/reports/Q3_summary.pdf
13,0,26.42,3,5,1,0,1,33.8,0.35,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 5 active connections, 3 file operations in session (after-hours=no).",
16,3,125.9,10,6,6,0,1,20.9,20.76,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 6 related files by SRV-DB-PRIMARY at hour 16:00 (125.9MB transferred).,/home/user/downloads/invoice_1042.pdf
9,0,38.99,5,3,0,0,1,48.2,16.92,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 3 active connections, 5 file operations in session (after-hours=no).",
13,0,4.54,4,3,3,0,1,49.9,3.96,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 3 active connections, 4 file operations in session (after-hours=no).",
22,2,195.48,16,5,4,1,0,38.7,63.78,critical,1,log_monitor,"Login node EXT-192.168.77.14: 2 failed attempts, 5 active connections, 16 file operations in session (after-hours=yes).",
10,0,10.26,4,4,2,0,1,3.8,6.26,normal,0,file_scan,File access: /home/user/notes/meeting_minutes.docx touched 2 related files by SRV-DB-PRIMARY at hour 10:00 (10.26MB transferred).,/home/user/notes/meeting_minutes.docx
16,1,10.39,3,4,0,0,1,47.8,1.68,normal,0,log_monitor,"Login node LAPTOP-ADMIN: 1 failed attempts, 4 active connections, 3 file operations in session (after-hours=no).",
10,0,30.33,6,2,3,0,1,51.2,6.31,normal,0,file_scan,File access: /var/log/app/access.log touched 3 related files by LAPTOP-ADMIN at hour 10:00 (30.33MB transferred).,/var/log/app/access.log
13,1,56.78,5,1,1,0,1,4.8,7.42,normal,0,log_monitor,"Login node WKSTN-01: 1 failed attempts, 1 active connections, 5 file operations in session (after-hours=no).",
14,0,10.53,4,4,0,0,1,62.4,7.32,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 0 related files by LAPTOP-ADMIN at hour 14:00 (10.53MB transferred).,/home/user/downloads/invoice_1042.pdf
18,0,12.85,6,2,1,0,1,31.8,16.77,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by SRV-DB-PRIMARY at hour 18:00 (12.85MB transferred).,/home/user/downloads/invoice_1042.pdf
8,0,32.18,2,2,2,0,1,53.4,0.0,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by WKSTN-01 at hour 08:00 (32.18MB transferred).,/var/log/app/access.log
1,2,128.92,13,6,9,1,1,15.2,64.59,critical,1,log_monitor,"Login node SRV-DB-PRIMARY: 2 failed attempts, 6 active connections, 13 file operations in session (after-hours=yes).",
11,0,19.9,4,3,1,0,1,21.4,12.48,normal,0,file_scan,File access: /home/user/downloads/invoice_1042.pdf touched 1 related files by WKSTN-02 at hour 11:00 (19.9MB transferred).,/home/user/downloads/invoice_1042.pdf
9,4,318.67,16,8,6,0,1,50.3,54.16,suspicious,1,log_monitor,"Login node LAPTOP-ADMIN: 4 failed attempts, 8 active connections, 16 file operations in session (after-hours=no).",
11,0,44.26,3,6,3,0,1,23.8,21.12,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 3 related files by LAPTOP-ADMIN at hour 11:00 (44.26MB transferred).,/home/user/reports/Q3_summary.pdf
5,2,163.27,13,6,7,1,1,25.7,60.93,critical,1,log_monitor,"Login node LAPTOP-ADMIN: 2 failed attempts, 6 active connections, 13 file operations in session (after-hours=yes).",
6,6,82.91,9,7,5,1,0,40.2,77.7,critical,1,file_scan,File access: /etc/shadow touched 5 related files by EXT-10.0.9.201 at hour 06:00 (82.91MB transferred).,/etc/shadow
13,1,91.32,4,0,0,0,1,28.9,12.94,normal,0,file_scan,File access: /var/log/app/access.log touched 0 related files by WKSTN-02 at hour 13:00 (91.32MB transferred).,/var/log/app/access.log
14,4,185.38,30,15,12,0,0,48.5,91.63,critical,1,log_monitor,"Login node EXT-192.168.77.14: 4 failed attempts, 15 active connections, 30 file operations in session (after-hours=no).",
9,0,31.13,4,5,1,0,1,8.2,0.0,normal,0,log_monitor,"Login node SRV-DB-PRIMARY: 0 failed attempts, 5 active connections, 4 file operations in session (after-hours=no).",
14,1,38.62,6,6,1,0,1,34.4,22.7,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 1 related files by LAPTOP-ADMIN at hour 14:00 (38.62MB transferred).,/home/user/reports/Q3_summary.pdf
17,2,226.92,18,8,7,0,0,41.7,58.65,suspicious,1,file_scan,File access: /data/finance/payroll_2026.xlsx touched 7 related files by EXT-10.0.9.201 at hour 17:00 (226.92MB transferred).,/data/finance/payroll_2026.xlsx
9,0,7.18,4,4,0,0,1,31.7,5.48,normal,0,file_scan,File access: /var/log/app/access.log touched 0 related files by LAPTOP-ADMIN at hour 09:00 (7.18MB transferred).,/var/log/app/access.log
14,0,152.49,12,10,10,0,1,65.1,31.13,suspicious,1,log_monitor,"Login node LAPTOP-ADMIN: 0 failed attempts, 10 active connections, 12 file operations in session (after-hours=no).",
16,0,31.2,5,3,0,0,1,23.1,17.79,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 0 related files by SRV-DB-PRIMARY at hour 16:00 (31.2MB transferred).,/home/user/reports/Q3_summary.pdf
9,1,165.58,19,7,10,0,0,19.7,52.26,suspicious,1,log_monitor,"Login node EXT-192.168.77.14: 1 failed attempts, 7 active connections, 19 file operations in session (after-hours=no).",
22,2,280.77,16,6,9,1,0,0.0,72.99,critical,1,log_monitor,"Login node EXT-10.0.9.201: 2 failed attempts, 6 active connections, 16 file operations in session (after-hours=yes).",
12,0,24.28,1,1,4,0,1,38.1,3.7,normal,0,file_scan,File access: /home/user/reports/Q3_summary.pdf touched 4 related files by LAPTOP-ADMIN at hour 12:00 (24.28MB transferred).,/home/user/reports/Q3_summary.pdf
13,0,91.99,19,4,4,0,1,49.8,22.96,normal,0,file_scan,File access: /var/log/app/access.log touched 4 related files by LAPTOP-ADMIN at hour 13:00 (91.99MB transferred).,/var/log/app/access.log
15,0,23.45,3,4,0,0,1,29.3,14.06,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 4 active connections, 3 file operations in session (after-hours=no).",
13,3,484.63,20,13,5,0,1,29.5,66.38,critical,1,file_scan,File access: /data/finance/tax_filings_2025.pdf touched 5 related files by WKSTN-02 at hour 13:00 (484.63MB transferred).,/data/finance/tax_filings_2025.pdf
20,6,214.49,17,5,11,0,1,32.2,59.42,suspicious,1,log_monitor,"Login node SRV-DB-PRIMARY: 6 failed attempts, 5 active connections, 17 file operations in session (after-hours=no).",
0,2,208.75,12,13,6,1,1,28.5,61.3,critical,1,file_scan,File access: /etc/shadow touched 6 related files by WKSTN-02 at hour 00:00 (208.75MB transferred).,/etc/shadow
3,7,1000.0,43,17,11,1,1,43.5,100.0,critical,1,log_monitor,"Login node SRV-DB-PRIMARY: 7 failed attempts, 17 active connections, 43 file operations in session (after-hours=yes).",
12,0,23.96,4,4,2,0,1,17.1,11.32,normal,0,log_monitor,"Login node WKSTN-02: 0 failed attempts, 4 active connections, 4 file operations in session (after-hours=no).",
0,2,75.4,15,6,4,1,0,64.8,61.65,critical,1,log_monitor,"Login node EXT-10.0.9.201: 2 failed attempts, 6 active connections, 15 file operations in session (after-hours=yes).",
10,0,15.57,2,3,2,0,1,60.6,7.6,normal,0,file_scan,File access: /var/log/app/access.log touched 2 related files by WKSTN-01 at hour 10:00 (15.57MB transferred).,/var/log/app/access.log
10,0,27.84,8,1,3,0,1,38.1,5.38,normal,0,file_scan,File access: /tmp/build_cache/output.json touched 3 related files by LAPTOP-ADMIN at hour 10:00 (27.84MB transferred).,/tmp/build_cache/output.json
2,1,156.13,18,3,3,1,0,50.6,58.26,suspicious,1,file_scan,File access: /data/hr/employee_records.db touched 3 related files by UNKNOWN-HOST at hour 02:00 (156.13MB transferred).,/data/hr/employee_records.db
14,0,6.89,3,4,2,0,1,18.7,6.85,normal,0,log_monitor,"Login node WKSTN-01: 0 failed attempts, 4 active connections, 3 file operations in session (after-hours=no).",
